RIsearch	0	8	16	0.000000	0.000000	0.000000	
IntaRNA	11	14	5	0.687500	0.440000	0.550000	
RNAplex	11	14	5	0.687500	0.440000	0.550000	
RNAcofold	11	12	5	0.687500	0.478261	0.573415	
RNAup	11	0	5	0.687500	1.000000	0.829156	
RNAduplex	16	75	0	1.000000	0.175824	0.419314	
RNAhybrid	16	64	0	1.000000	0.200000	0.447214	
pairfold	11	17	5	0.687500	0.392857	0.519701	
bifold	11	10	5	0.687500	0.523810	0.600099	
ssearch	4	103	12	0.250000	0.037383	0.096674	
ractip	0	41	16	0.000000	0.000000	0.000000	
bistarna	10	13	6	0.625000	0.434783	0.521286	
DuplexFold	13	42	3	0.812500	0.236364	0.438230	
AccessFold	7	10	9	0.437500	0.411765	0.424437	
