RIsearch	0	30	26	0.000000	0.000000	0.000000	
IntaRNA	26	3	0	1.000000	0.896552	0.946864	
RNAplex	26	0	0	1.000000	1.000000	1.000000	
RNAcofold	0	21	26	0.000000	0.000000	0.000000	
RNAup	13	0	13	0.500000	1.000000	0.707107	
RNAduplex	26	175	0	1.000000	0.129353	0.359657	
RNAhybrid	26	166	0	1.000000	0.135417	0.367990	
pairfold	0	21	26	0.000000	0.000000	0.000000	
DuplexFold	21	81	5	0.807692	0.205882	0.407786	
bifold	0	1	26	0.000000	0.000000	0.000000	
ssearch	26	126	0	1.000000	0.171053	0.413585	
ractip	22	83	4	0.846154	0.209524	0.421057	
bistarna	7	10	19	0.269231	0.411765	0.332956	
AccessFold	6	16	20	0.230769	0.272727	0.250873	
