RIsearch	0	6	22	0.000000	0.000000	0.000000	
IntaRNA	0	23	22	0.000000	0.000000	0.000000	
RNAplex	0	21	22	0.000000	0.000000	0.000000	
RNAcofold	0	10	22	0.000000	0.000000	0.000000	
RNAup	0	18	22	0.000000	0.000000	0.000000	
RNAduplex	0	36	22	0.000000	0.000000	0.000000	
RNAhybrid	0	24	22	0.000000	0.000000	0.000000	
pairfold	0	10	22	0.000000	0.000000	0.000000	
DuplexFold	0	14	22	0.000000	0.000000	0.000000	
bifold	0	6	22	0.000000	0.000000	0.000000	
ssearch	0	35	22	0.000000	0.000000	0.000000	
ractip	2	7	20	0.090909	0.222222	0.142134	
bistarna	0	15	22	0.000000	0.000000	0.000000	
AccessFold	0	13	22	0.000000	0.000000	0.000000	
