RIsearch	19	0	1	0.950000	1.000000	0.974679	
IntaRNA	19	1	1	0.950000	0.950000	0.950000	
RNAplex	19	1	1	0.950000	0.950000	0.950000	
RNAcofold	0	14	20	0.000000	0.000000	0.000000	
RNAup	19	0	1	0.950000	1.000000	0.974679	
RNAduplex	20	2	0	1.000000	0.909091	0.953463	
RNAhybrid	20	2	0	1.000000	0.909091	0.953463	
pairfold	0	14	20	0.000000	0.000000	0.000000	
DuplexFold	17	1	3	0.850000	0.944444	0.895979	
bifold	0	14	20	0.000000	0.000000	0.000000	
ssearch	19	15	1	0.950000	0.558824	0.728617	
ractip	0	16	20	0.000000	0.000000	0.000000	
bistarna	0	15	20	0.000000	0.000000	0.000000	
AccessFold	17	1	3	0.850000	0.944444	0.895979	
