RIsearch	22	0	0	1.000000	1.000000	1.000000	
IntaRNA	22	0	0	1.000000	1.000000	1.000000	
RNAplex	21	0	1	0.954545	1.000000	0.977008	
RNAcofold	22	0	0	1.000000	1.000000	1.000000	
RNAup	21	0	1	0.954545	1.000000	0.977008	
RNAduplex	22	2	0	1.000000	0.916667	0.957427	
RNAhybrid	22	1	0	1.000000	0.956522	0.978019	
pairfold	22	0	0	1.000000	1.000000	1.000000	
DuplexFold	21	0	1	0.954545	1.000000	0.977008	
bifold	21	0	1	0.954545	1.000000	0.977008	
ssearch	22	16	0	1.000000	0.578947	0.760886	
ractip	0	15	22	0.000000	0.000000	0.000000	
bistarna	0	8	22	0.000000	0.000000	0.000000	
AccessFold	21	0	1	0.954545	1.000000	0.977008	
