RIsearch	8	0	16	0.333333	1.000000	0.577350	
IntaRNA	21	0	3	0.875000	1.000000	0.935414	
RNAplex	20	0	4	0.833333	1.000000	0.912871	
RNAcofold	0	18	24	0.000000	0.000000	0.000000	
RNAup	21	0	3	0.875000	1.000000	0.935414	
RNAduplex	22	1	2	0.916667	0.956522	0.936382	
RNAhybrid	0	23	24	0.000000	0.000000	0.000000	
pairfold	0	15	24	0.000000	0.000000	0.000000	
DuplexFold	16	0	8	0.666667	1.000000	0.816497	
bifold	0	18	24	0.000000	0.000000	0.000000	
ssearch	0	36	24	0.000000	0.000000	0.000000	
ractip	0	13	24	0.000000	0.000000	0.000000	
bistarna	0	16	24	0.000000	0.000000	0.000000	
AccessFold	16	0	8	0.666667	1.000000	0.816497	
