RIsearch	0	16	28	0.000000	0.000000	0.000000	
IntaRNA	0	31	28	0.000000	0.000000	0.000000	
RNAplex	0	22	28	0.000000	0.000000	0.000000	
RNAcofold	13	6	15	0.464286	0.684211	0.563621	
RNAup	0	23	28	0.000000	0.000000	0.000000	
RNAduplex	0	26	28	0.000000	0.000000	0.000000	
RNAhybrid	0	30	28	0.000000	0.000000	0.000000	
pairfold	13	9	15	0.464286	0.590909	0.523785	
DuplexFold	0	19	28	0.000000	0.000000	0.000000	
bifold	13	6	15	0.464286	0.684211	0.563621	
ssearch	0	46	28	0.000000	0.000000	0.000000	
ractip	0	21	28	0.000000	0.000000	0.000000	
bistarna	0	15	28	0.000000	0.000000	0.000000	
AccessFold	0	19	28	0.000000	0.000000	0.000000	
