RIsearch	0	9	22	0.000000	0.000000	0.000000	
IntaRNA	20	1	2	0.909091	0.952381	0.930484	
RNAplex	20	1	2	0.909091	0.952381	0.930484	
RNAcofold	11	1	11	0.500000	0.916667	0.677003	
RNAup	8	1	14	0.363636	0.888889	0.568535	
RNAduplex	21	2	1	0.954545	0.913043	0.933564	
RNAhybrid	22	0	0	1.000000	1.000000	1.000000	
pairfold	8	3	14	0.363636	0.727273	0.514259	
DuplexFold	16	1	6	0.727273	0.941176	0.827340	
bifold	15	1	7	0.681818	0.937500	0.799503	
ssearch	0	25	22	0.000000	0.000000	0.000000	
ractip	8	9	14	0.363636	0.470588	0.413670	
bistarna	0	7	22	0.000000	0.000000	0.000000	
AccessFold	11	1	11	0.500000	0.916667	0.677003	
