RIsearch	0	11	12	0.000000	0.000000	0.000000	
IntaRNA	0	13	12	0.000000	0.000000	0.000000	
RNAplex	8	0	4	0.666667	1.000000	0.816497	
RNAcofold	0	31	12	0.000000	0.000000	0.000000	
RNAup	10	0	2	0.833333	1.000000	0.912871	
RNAduplex	0	240	12	0.000000	0.000000	0.000000	
RNAhybrid	0	141	12	0.000000	0.000000	0.000000	
pairfold	0	9	12	0.000000	0.000000	0.000000	
DuplexFold	0	104	12	0.000000	0.000000	0.000000	
bifold	0	31	12	0.000000	0.000000	0.000000	
ssearch	0	178	12	0.000000	0.000000	0.000000	
ractip	0	83	12	0.000000	0.000000	0.000000	
bistarna	0	24	12	0.000000	0.000000	0.000000	
AccessFold	0	44	12	0.000000	0.000000	0.000000	
