RIsearch	0	13	20	0.000000	0.000000	0.000000	
IntaRNA	0	30	20	0.000000	0.000000	0.000000	
RNAplex	0	5	20	0.000000	0.000000	0.000000	
RNAcofold	0	12	20	0.000000	0.000000	0.000000	
RNAup	0	3	20	0.000000	0.000000	0.000000	
RNAduplex	0	32	20	0.000000	0.000000	0.000000	
RNAhybrid	0	25	20	0.000000	0.000000	0.000000	
pairfold	0	1	20	0.000000	0.000000	0.000000	
DuplexFold	0	20	20	0.000000	0.000000	0.000000	
bifold	0	1	20	0.000000	0.000000	0.000000	
ssearch	3	35	17	0.150000	0.078947	0.108821	
ractip	0	12	20	0.000000	0.000000	0.000000	
bistarna	0	9	20	0.000000	0.000000	0.000000	
AccessFold	0	16	20	0.000000	0.000000	0.000000	
