RIsearch	9	0	4	0.692308	1.000000	0.832050	
IntaRNA	8	0	5	0.615385	1.000000	0.784465	
RNAplex	8	0	5	0.615385	1.000000	0.784465	
RNAcofold	0	18	13	0.000000	0.000000	0.000000	
RNAup	0	12	13	0.000000	0.000000	0.000000	
RNAduplex	0	128	13	0.000000	0.000000	0.000000	
RNAhybrid	0	128	13	0.000000	0.000000	0.000000	
pairfold	12	11	1	0.923077	0.521739	0.693978	
DuplexFold	0	87	13	0.000000	0.000000	0.000000	
bifold	9	11	4	0.692308	0.450000	0.558156	
ssearch	0	196	13	0.000000	0.000000	0.000000	
ractip	5	87	8	0.384615	0.054348	0.144579	
bistarna	0	17	13	0.000000	0.000000	0.000000	
AccessFold	0	1	13	0.000000	0.000000	0.000000	
