RIsearch	20	0	3	0.869565	1.000000	0.932505	
IntaRNA	20	0	3	0.869565	1.000000	0.932505	
RNAplex	20	0	3	0.869565	1.000000	0.932505	
RNAcofold	0	11	23	0.000000	0.000000	0.000000	
RNAup	20	0	3	0.869565	1.000000	0.932505	
RNAduplex	22	0	1	0.956522	1.000000	0.978019	
RNAhybrid	21	1	2	0.913043	0.954545	0.933564	
pairfold	0	12	23	0.000000	0.000000	0.000000	
DuplexFold	20	0	3	0.869565	1.000000	0.932505	
bifold	0	13	23	0.000000	0.000000	0.000000	
ssearch	20	15	3	0.869565	0.571429	0.704907	
ractip	0	17	23	0.000000	0.000000	0.000000	
bistarna	0	17	23	0.000000	0.000000	0.000000	
AccessFold	20	0	3	0.869565	1.000000	0.932505	
