RIsearch	18	1	0	1.000000	0.947368	0.973329	
IntaRNA	18	1	0	1.000000	0.947368	0.973329	
RNAplex	18	1	0	1.000000	0.947368	0.973329	
RNAcofold	18	1	0	1.000000	0.947368	0.973329	
RNAup	17	0	1	0.944444	1.000000	0.971825	
RNAduplex	18	3	0	1.000000	0.857143	0.925820	
RNAhybrid	18	3	0	1.000000	0.857143	0.925820	
pairfold	17	1	1	0.944444	0.944444	0.944444	
DuplexFold	18	1	0	1.000000	0.947368	0.973329	
bifold	17	1	1	0.944444	0.944444	0.944444	
ssearch	18	17	0	1.000000	0.514286	0.717137	
ractip	0	17	18	0.000000	0.000000	0.000000	
bistarna	0	8	18	0.000000	0.000000	0.000000	
AccessFold	18	1	0	1.000000	0.947368	0.973329	
